trip,similar
 Antica Hostaria della Lanterna,"[{'score': 81, 'google': 'Osteria della Lanterna', 'formatted_google': 'osteriadellalanterna'}]"
 Apotheca Milano,"[{'score': 100, 'google': 'Apotheca Milano', 'formatted_google': 'apothecamilano'}]"
 Antica Trattoria Bagutto,"[{'score': 84, 'google': 'Antica Trattoria Salutati', 'formatted_google': 'anticatrattoriasalutati'}, {'score': 80, 'google': 'Antica Trattoria del Borgo', 'formatted_google': 'anticatrattoriadelborgo'}]"
 Antica Osteria Il Giardinetto,"[{'score': 81, 'google': 'Antica Osteria Il Ronchettino', 'formatted_google': 'anticaosteriailronchettino'}, {'score': 87, 'google': 'Osteria Il Giardinetto', 'formatted_google': 'osteriailgiardinetto'}, {'score': 87, 'google': 'Osteria il Giardinetto', 'formatted_google': 'osteriailgiardinetto'}]"
 Antica Pizzeria da Giulio,"[{'score': 80, 'google': 'Pizzeria da Giuliano', 'formatted_google': 'pizzeriadagiuliano'}, {'score': 80, 'google': 'Pizzeria da Giuliano', 'formatted_google': 'pizzeriadagiuliano'}]"
 Antica Osteria di Via Gluck,[]
 Apuliami,"[{'score': 100, 'google': 'ApuliaMi', 'formatted_google': 'apuliami'}]"
 Aoyama,"[{'score': 83, 'google': 'Hayama', 'formatted_google': 'hayama'}, {'score': 83, 'google': 'Toyama', 'formatted_google': 'toyama'}]"
 Arcano,"[{'score': 100, 'google': 'Arcano', 'formatted_google': 'arcano'}]"
 Antica Pizzeria Leone,[]
 Arcieri,"[{'score': 100, 'google': 'Arcieri', 'formatted_google': 'arcieri'}]"
 Après-coup,[]
 Antica Osteria Del Progresso,"[{'score': 80, 'google': 'Antica Osteria del Mare', 'formatted_google': 'anticaosteriadelmare'}]"
 Apollo Club Milano,"[{'score': 86, 'google': 'Apollo Milano', 'formatted_google': 'apollomilano'}]"
 Arena Piola,"[{'score': 100, 'google': 'Arena Piola', 'formatted_google': 'arenapiola'}]"
 Arena Bistrot,"[{'score': 100, 'google': 'Arena Bistrot', 'formatted_google': 'arenabistrot'}]"
 Antichi Sapori Pizzeria & Rosticceria,[]
 Antico Forno Di Pecchio,[]
 Arabesco Cafè,[]
 Arirang plus - Ristorante Coreano,"[{'score': 100, 'google': 'Arirang plus - Ristorante coreano', 'formatted_google': 'arirangplusristorantecoreano'}]"
 Antico Ristorante Boeucc,[]
 Aqua&Farina,[]
 Armani/Nobu,"[{'score': 100, 'google': 'Armani/Nobu', 'formatted_google': 'armaninobu'}]"
 Architorta Caffè Bistrot,"[{'score': 89, 'google': 'Architorta Bistrot', 'formatted_google': 'architortabistrot'}]"
 Armonico,"[{'score': 100, 'google': 'Armonico', 'formatted_google': 'armonico'}]"
 Armani/Ristorante,"[{'score': 100, 'google': 'Armani/Ristorante', 'formatted_google': 'armaniristorante'}]"
 Arcobaleno Vegetariano,[]
 Arcadia Cafe,[]
 Arigatò,[]
 Art Cafè,"[{'score': 100, 'google': 'Art Cafè', 'formatted_google': 'artcafè'}]"
 Art Café,"[{'score': 100, 'google': 'Art Cafè', 'formatted_google': 'artcafè'}]"
 Armando,[]
 Aragosta D'Oro,[]
 Ariosto Social Club,[]
 Ares Cafè,"[{'score': 80, 'google': 'Share Cafè', 'formatted_google': 'sharecafè'}]"
 Asahi,"[{'score': 100, 'google': 'Asahi', 'formatted_google': 'asahi'}]"
 Arrow's,[]
 Asian Flavor,"[{'score': 100, 'google': 'Asian flavor', 'formatted_google': 'asianflavor'}]"
 Ardente - Trattoria con asporto e pizza al padellino,[]
 Arepa'z ristorante venezuelano,[]
 Assaje,"[{'score': 100, 'google': 'Assaje', 'formatted_google': 'assaje'}]"
 Arte della Pasta Fresca,[]
 Asso di Fiori Osteria dei Formaggi,"[{'score': 100, 'google': 'Asso Di Fiori Osteria Dei Formaggi', 'formatted_google': 'assodifioriosteriadeiformaggi'}]"
 Art Rock Cafè,[]
 Aroma Napoletano,[]
 Aspass,[]
 Around restaurant,"[{'score': 81, 'google': 'Grouse Restaurant', 'formatted_google': 'grouserestaurant'}, {'score': 80, 'google': 'Hana Restaurant', 'formatted_google': 'hanarestaurant'}, {'score': 87, 'google': 'Haru Restaurant', 'formatted_google': 'harurestaurant'}, {'score': 80, 'google': 'Jacaranda Restaurant', 'formatted_google': 'jacarandarestaurant'}, {'score': 81, 'google': 'Kandoo Restaurant', 'formatted_google': 'kandoorestaurant'}, {'score': 80, 'google': 'Luna Restaurant', 'formatted_google': 'lunarestaurant'}, {'score': 81, 'google': 'N Restaurant', 'formatted_google': 'nrestaurant'}, {'score': 80, 'google': 'Zhou Restaurant', 'formatted_google': 'zhourestaurant'}]"
 Artebuoncibo,[]
 Armani Bamboo Bar,[]
 Arte e Cucina Bistrot,"[{'score': 80, 'google': 'Arena Bistrot', 'formatted_google': 'arenabistrot'}]"
 Atai,[]
 Asian Bistrot,"[{'score': 80, 'google': 'Bianco Bistrot', 'formatted_google': 'biancobistrot'}, {'score': 86, 'google': 'Casa Milan Bistrot', 'formatted_google': 'casamilanbistrot'}, {'score': 82, 'google': 'Sifà Bistrot', 'formatted_google': 'sifàbistrot'}]"
 Artisti Del Vegetariano,[]
 Assunta Madre,"[{'score': 82, 'google': 'Pastamadre', 'formatted_google': 'pastamadre'}]"
 Aspria Harbour Club Restaurant,[]
 Atmosphere,[]
 Ata Kebap e Pizza,"[{'score': 89, 'google': 'ATA Kebab Pizza', 'formatted_google': 'atakebabpizza'}, {'score': 81, 'google': 'Fantasia Kebap Pizza', 'formatted_google': 'fantasiakebappizza'}, {'score': 81, 'google': 'Fantasia Kebap-Pizza', 'formatted_google': 'fantasiakebappizza'}, {'score': 84, 'google': 'Fantasía Kebap - Pizza', 'formatted_google': 'fantasíakebappizza'}, {'score': 83, 'google': 'Kebap-Pizza', 'formatted_google': 'kebappizza'}, {'score': 86, 'google': 'Pasa Kebap Pizza', 'formatted_google': 'pasakebappizza'}, {'score': 83, 'google': 'Take a Pizza', 'formatted_google': 'takeapizza'}]"
 Atempo,[]
 Autogrill,"[{'score': 100, 'google': 'Autogrill', 'formatted_google': 'autogrill'}]"
 Atelier Du Pain Paris,[]
 Atelier Cafe,[]
 Au Vieux Strasbourg,[]
 Aumma Aumma,[]
 Ateneo Bar,[]
 Augusto Café,[]
 Atmosphere Craft Soul & Drinkery,[]
 Auum,[]
 Atsuki Grill,[]
 Auum,[]
 Aurora,"[{'score': 80, 'google': 'Aurora Bar', 'formatted_google': 'aurorabar'}]"
 B 21,[]
 Avo Brothers,[]
 Awtar Cafè,[]
 Avocado Milano,[]
 B Restaurant,"[{'score': 100, 'google': 'B Restaurant', 'formatted_google': 'brestaurant'}]"
 Aylas Bar Tabacchi,"[{'score': 81, 'google': 'Bar Tabacchi', 'formatted_google': 'bartabacchi'}, {'score': 80, 'google': 'BarBar Tabacchi', 'formatted_google': 'barbartabacchi'}]"
 Avo Brothers Isola,[]
 Autogrill S.p.a - Spizzico,[]
 B Cafè,"[{'score': 80, 'google': 'Lab café', 'formatted_google': 'labcafé'}]"
 Ayu Sushi,"[{'score': 80, 'google': 'My Sushi', 'formatted_google': 'mysushi'}, {'score': 88, 'google': 'Ryu Sushi', 'formatted_google': 'ryusushi'}]"
 Atempo - Contemporary Seasonal Bistrot,[]
 B Art Café,"[{'score': 92, 'google': 'Art Cafè', 'formatted_google': 'artcafè'}]"
 Aziz Fast Food,"[{'score': 80, 'google': 'Sahil Fast Food', 'formatted_google': 'sahilfastfood'}]"
 B87 Bistrot,"[{'score': 100, 'google': 'B87 bistrot', 'formatted_google': 'b87bistrot'}]"
 Avogado Sprint,[]
 B Locale,[]
 Azzurra Grill Ristorante Pizzeria,[]
 B-floor,[]
 BATTICöR Bar e Ristorante,"[{'score': 100, 'google': 'BATTICöR Bar e Ristorante', 'formatted_google': 'batticörbareristorante'}]"
 B.T,[]
 B-Life Enocaffe',[]
 BE BOP,"[{'score': 100, 'google': 'Be Bop', 'formatted_google': 'bebop'}]"
 BEFED Brew Pub Bicocca,"[{'score': 100, 'google': 'BEFED Brew Pub Bicocca', 'formatted_google': 'befedbrewpubbicocca'}]"
 B. Pasternak,[]
 B9 Cafe,"[{'score': 80, 'google': 'Cafe', 'formatted_google': 'cafe'}]"
 B-time Café,[]
 BLUE M Milano - Bottega Marchigiana,"[{'score': 100, 'google': 'BLUE M MILANO - BOTTEGA MARCHIGIANA', 'formatted_google': 'bluemmilanobottegamarchigiana'}]"
 BAOBAR,[]
 BGood,[]
 BIANCAZEROZERO Milano,[]
 BBQ Hooligans,[]
 Ba-Ba Reeba,"[{'score': 100, 'google': 'Ba Ba Reeba', 'formatted_google': 'babareeba'}]"
 BARAKACAFE Milano,"[{'score': 80, 'google': 'Barbacoa Milano', 'formatted_google': 'barbacoamilano'}]"
 Ba Restaurant,"[{'score': 100, 'google': 'Ba restaurant', 'formatted_google': 'barestaurant'}]"
 BOUL & CO,[]
 BBQ-1 Filipino Style BBQ & Cuisine,"[{'score': 92, 'google': 'Filipino Style Bbq & Cuisine', 'formatted_google': 'filipinostylebbqcuisine'}]"
 BIOit,"[{'score': 80, 'google': 'Birot', 'formatted_google': 'birot'}]"
 B4ons - Caffetteria e Gelateria,[]
 BQ Arduino,[]
 Bacaro Montenapoleone,"[{'score': 100, 'google': 'Bacaro Montenapoleone', 'formatted_google': 'bacaromontenapoleone'}]"
 BA Ghetto,[]
 BURGERAMA,[]
 Bab,[]
 BAR LOVE - IL BAR DEL CUORE,[]
 Babagel,[]
 Babila's Bistrot & Bar,[]
 Baia Chia,"[{'score': 100, 'google': 'Baia Chia', 'formatted_google': 'baiachia'}]"
 Baccanale,[]
 Baia Luna,"[{'score': 100, 'google': 'BAIA LUNA', 'formatted_google': 'baialuna'}]"
 BRAVO Cafè&Bistrot,[]
 Babygesus,[]
 Baarebo' Chiosco,[]
 Bachelite CLab,[]
 Baker's Food House,"[{'score': 100, 'google': ""Baker's food house"", 'formatted_google': 'bakersfoodhouse'}]"
 Bacancíto Milano,[]
 Bacco e Tabacco,[]
 Bagel Factory,[]
 Balafon,"[{'score': 100, 'google': 'Balafon', 'formatted_google': 'balafon'}]"
 Baimi,[]
 Baguttino,[]
 Bambi Trippa E Lampredotto Milano,"[{'score': 100, 'google': 'Bambi Trippa e Lampredotto Milano', 'formatted_google': 'bambitrippaelampredottomilano'}]"
 Baja Sardinia,"[{'score': 92, 'google': 'Baja Sardinja', 'formatted_google': 'bajasardinja'}]"
 Baita dell'Alpino,[]
 Baccarat Boutique Bbar Lounge,[]
 Banaras,"[{'score': 100, 'google': 'Banaras', 'formatted_google': 'banaras'}]"
 Bahia Brazilian Sushi,[]
 Bandiera Rossa,"[{'score': 100, 'google': 'Bandiera Rossa', 'formatted_google': 'bandierarossa'}]"
 Bajiumen Hotpot,[]
 Baladin Milano,"[{'score': 81, 'google': 'Al Panino Milano', 'formatted_google': 'alpaninomilano'}]"
 Baobab Burger Organico,"[{'score': 100, 'google': 'Baobab Burger Organico', 'formatted_google': 'baobabburgerorganico'}]"
 Baja Café,[]
 Banco,[]
 Bam Brewery,[]
 Balada Sushi,[]
 Baltic Bar,"[{'score': 80, 'google': 'Atlantic Bar', 'formatted_google': 'atlanticbar'}]"
 Banco23,[]
 Banana Mama,[]
 Bambi Trippa E Lampredotto,"[{'score': 88, 'google': 'Bambi Trippa e Lampredotto Milano', 'formatted_google': 'bambitrippaelampredottomilano'}]"
 Bao House,[]
 Bar 11,[]
 Bar 500,[]
 Bar 99,[]
 Bar 5 Stelle,[]
 Banco d'Assaggio,[]
 BaoBab Café,[]
 Bar 101,[]
 Bar Agnello,[]
 Bar Affori,[]
 Bar Arcobaleno,"[{'score': 100, 'google': 'Bar Arcobaleno', 'formatted_google': 'bararcobaleno'}]"
 Bar All In,[]
 Bar Adriana,[]
 Bar Addis Abeba,[]
 Bar Art,"[{'score': 100, 'google': 'Bar Art', 'formatted_google': 'barart'}]"
 Baobab Organic Burger,[]
 Bar 35 Food & Drinks,[]
 Bar Atlantic,"[{'score': 100, 'google': 'Bar Atlantic', 'formatted_google': 'baratlantic'}]"
 Bar Atlantic,"[{'score': 100, 'google': 'Bar Atlantic', 'formatted_google': 'baratlantic'}]"
 Bar Amico,[]
 Bar Amici,[]
 Bar Atlantic,"[{'score': 100, 'google': 'Bar Atlantic', 'formatted_google': 'baratlantic'}]"
 Bar Atlantic,"[{'score': 100, 'google': 'Bar Atlantic', 'formatted_google': 'baratlantic'}]"
 Bar Arici,[]
 Bar Alimentari dei Portici,[]
 Bar Bianco,"[{'score': 100, 'google': 'Bar Bianco', 'formatted_google': 'barbianco'}]"
 Bar Angelo Azzurro,[]
 Bar Anna,"[{'score': 80, 'google': 'Baraonda', 'formatted_google': 'baraonda'}]"
 Bar Bianco,"[{'score': 100, 'google': 'Bar Bianco', 'formatted_google': 'barbianco'}]"
 Bar Armony,[]
 Bar Antica Marina,[]
 Bar Argento,"[{'score': 80, 'google': 'Bar Magenta', 'formatted_google': 'barmagenta'}]"
 Bar Asia,[]
 Bar Brenta,"[{'score': 100, 'google': 'Bar Brenta', 'formatted_google': 'barbrenta'}]"
 Bar Brera,"[{'score': 100, 'google': 'Bar Brera', 'formatted_google': 'barbrera'}]"
 Bar BAH,[]
 Bar Bezzi,[]
 Bar Atlantic Esselunga Via Lorenteggio,[]
 Bar Blue Angel's,[]
 Bar Basso,[]
 Bar Blois,[]
 Bar Boccacio,[]
 Bar Atlantic Esselunga - Milano San Siro,[]
 Bar Boscoreale,[]
 Bar Biffino Mazzoleni Stefania,[]
 Bar Britannia,[]
 Bar Brianza,[]
 Bar C&G Drink,[]
 Bar Bl'u,[]
 Bar Caffe Via Rovereto,[]
 Bar Caffé,[]
 Bar Calipso,[]
 Bar Canonica,[]
 Bar Capricci 2,"[{'score': 80, 'google': 'Capricci', 'formatted_google': 'capricci'}]"
 Bar Capriccio,"[{'score': 80, 'google': 'Capricci', 'formatted_google': 'capricci'}]"
 Bar Canonica,[]
 Bar Carracciolo,[]
 Bar Caffé Sassetti,"[{'score': 85, 'google': 'Bar Sassetti', 'formatted_google': 'barsassetti'}]"
 Bar Carpe Diem,[]
 Bar Carpe Diem,[]
 Bar Christian,[]
 Bar Centrale,[]
 Bar Cin Cin Nato,[]
 Bar Centrale Davide,[]
 Bar Cinque Vie,[]
 Bar Chicken Ravioli,[]
 Bar Coffiamo,[]
 Bar Condor,"[{'score': 80, 'google': 'Barcollando', 'formatted_google': 'barcollando'}]"
 Bar Crema,"[{'score': 88, 'google': 'Bar Brema', 'formatted_google': 'barbrema'}]"
 Bar Conservatorio,[]
 Bar D'oro,"[{'score': 80, 'google': ""Alba D'Oro"", 'formatted_google': 'albadoro'}, {'score': 88, 'google': ""Barca D'Oro"", 'formatted_google': 'barcadoro'}, {'score': 80, 'google': ""Mare D'Oro"", 'formatted_google': 'maredoro'}]"
 Bar Corsica,[]
 Bar Da Francesca,[]
 Bar Dell'angolo,"[{'score': 100, 'google': ""Bar dell'Angolo"", 'formatted_google': 'bardellangolo'}]"
 Bar Da Luca,[]
 Bar David,"[{'score': 80, 'google': 'Bar Dani', 'formatted_google': 'bardani'}]"
 Bar Daniel's Restaurant,[]
 Bar Devoti,"[{'score': 100, 'google': 'Bar Devoti', 'formatted_google': 'bardevoti'}]"
 Bar Dell'angolo,"[{'score': 100, 'google': ""Bar dell'Angolo"", 'formatted_google': 'bardellangolo'}]"
 Bar Da Selina,[]
 Bar D'Angelo,[]
 Bar Degli Amici,"[{'score': 80, 'google': 'Taverna degli Amici', 'formatted_google': 'tavernadegliamici'}]"
 Bar Del Corso,[]
 Bar Da Davide,[]
 Bar Dello Sport,[]
 Bar Destino,[]
 Bar Dom,[]
 Bar Dei Sogni,[]
 Bar Diamante,[]
 Bar Direzionale,[]
 Bar Dolly,[]
 Bar Doppiavu,[]
 Bar Del Politecnico,[]
 Bar Déjà Vu,[]
 Bar Durante,[]
 Bar Dolce Caffe,[]
 Bar Elisa,[]
 Bar Elisa,[]
 Bar Donatello,[]
 Bar Fauchè,[]
 Bar Emerald Cove,[]
 Bar Elisa,[]
 Bar Est - Bottiglieria,[]
 Bar Eritrea,[]
 Bar Felice,"[{'score': 80, 'google': 'Felice', 'formatted_google': 'felice'}, {'score': 80, 'google': 'Felice', 'formatted_google': 'felice'}]"
 Bar El Birocc,[]
 Bar Duomo Milano,[]
 Bar Friuli 69,[]
 Bar Giada,"[{'score': 100, 'google': 'Bar Giada', 'formatted_google': 'bargiada'}]"
 Bar Gioia,"[{'score': 100, 'google': 'Bar Gioia', 'formatted_google': 'bargioia'}]"
 Bar Fiamingo,[]
 Bar Girasole,"[{'score': 100, 'google': 'Bar Girasole', 'formatted_google': 'bargirasole'}]"
 Bar Girasole,"[{'score': 100, 'google': 'Bar Girasole', 'formatted_google': 'bargirasole'}]"
 Bar Fortuna,"[{'score': 82, 'google': 'Buona Fortuna', 'formatted_google': 'buonafortuna'}]"
 Bar Firenze,[]
 Bar Girasole,"[{'score': 100, 'google': 'Bar Girasole', 'formatted_google': 'bargirasole'}]"
 Bar Girasole,"[{'score': 100, 'google': 'Bar Girasole', 'formatted_google': 'bargirasole'}]"
 Bar Fratelli,"[{'score': 81, 'google': 'Bar fratelli Guido', 'formatted_google': 'barfratelliguido'}]"
 Bar Free Time,[]
 Bar Fusina,[]
 Bar Garden,[]
 Bar Gambrine,[]
 Bar Festival,[]
 Bar Gluck,[]
 Bar Gelateria Da Franco,[]
 Bar Gold,[]
 Bar Golden Lion,[]
 Bar Granny,[]
 Bar Giuriati,[]
 Bar Gonzaga,[]
 Bar Italia Milano,"[{'score': 100, 'google': 'Bar Italia Milano', 'formatted_google': 'baritaliamilano'}]"
 Bar Grandi,[]
 Bar Garden Cafè,"[{'score': 82, 'google': 'Garden Caffè', 'formatted_google': 'gardencaffè'}, {'score': 86, 'google': 'Garden Cafè', 'formatted_google': 'gardencafè'}]"
 Bar Grattacielo,[]
 Bar Happy Days,"[{'score': 86, 'google': 'Happy Days', 'formatted_google': 'happydays'}, {'score': 86, 'google': 'Happy Days', 'formatted_google': 'happydays'}]"
 Bar Impero,[]
 Bar Il Girasole,"[{'score': 92, 'google': 'Bar Girasole', 'formatted_google': 'bargirasole'}]"
 Bar Il Girasole Milano,[]
 Bar La Giada,"[{'score': 89, 'google': 'Bar Giada', 'formatted_google': 'bargiada'}]"
 Bar K2,[]
 Bar Int. Ospedale San Paolo,[]
 Bar Il Picchio,[]
 Bar La Lanterna,"[{'score': 87, 'google': 'La Lanterna', 'formatted_google': 'lalanterna'}]"
 Bar L'artista,"[{'score': 88, 'google': ""Bar Dell'Artista"", 'formatted_google': 'bardellartista'}]"
 Bar La Rocchetta,"[{'score': 80, 'google': 'Bar della Crocetta', 'formatted_google': 'bardellacrocetta'}]"
 Bar La Versa 4,[]
 Bar Leoncavallo,[]
 Bar Levante,[]
 Bar La Piazzetta,"[{'score': 88, 'google': 'La Piazzetta', 'formatted_google': 'lapiazzetta'}]"
 Bar Lodi,[]
 Bar Magenta,"[{'score': 100, 'google': 'Bar Magenta', 'formatted_google': 'barmagenta'}]"
 Bar Lisi,[]
 Bar Loreto,[]
 Bar Lunigiana,[]
 Bar Lambrate,[]
 Bar Luce,[]
 Bar Malpighi,"[{'score': 80, 'google': 'Malpighi 8', 'formatted_google': 'malpighi8'}]"
 Bar Marino,[]
 Bar Le Grazie,[]
 Bar Mary,[]
 Bar Luna,"[{'score': 80, 'google': 'BAIA LUNA', 'formatted_google': 'baialuna'}]"
 Bar Lipari,[]
 Bar Man,[]
 Bar Meeting,[]
 Bar Manu,[]
 Bar Melissa,[]
 Bar Mercurio,[]
 Bar Metro,[]
 Bar Nicol,"[{'score': 100, 'google': 'Bar Nicol', 'formatted_google': 'barnicol'}]"
 Bar Messina,[]
 Bar Mirabello,[]
 Bar Millennium,[]
 Bar Metropolitana,"[{'score': 86, 'google': 'Metropolitan', 'formatted_google': 'metropolitan'}]"
 Bar Mix,[]
 Bar Migliarini,[]
 Bar Nobilis,[]
 Bar Modà,"[{'score': 92, 'google': ""Bar Moda'"", 'formatted_google': 'barmoda'}]"
 Bar New Boston,[]
 Bar Monica,"[{'score': 82, 'google': 'Armonico', 'formatted_google': 'armonico'}, {'score': 82, 'google': 'Bar Monti', 'formatted_google': 'barmonti'}]"
 Bar One,[]
 Bar Oasi,[]
 Bar Oscar,"[{'score': 80, 'google': 'Da Oscar', 'formatted_google': 'daoscar'}]"
 Bar Ok Di Maridal Sas,[]
 Bar Picasso,"[{'score': 100, 'google': 'Bar Picasso', 'formatted_google': 'barpicasso'}]"
 Bar Morgantini 18,[]
 Bar Palladio,[]
 Bar Olimpico Milano,[]
 Bar Pizza Tobagi,"[{'score': 100, 'google': 'Bar Pizza Tobagi', 'formatted_google': 'barpizzatobagi'}]"
 Bar Paperoga,"[{'score': 84, 'google': 'Paperoga', 'formatted_google': 'paperoga'}]"
 Bar Plaza,"[{'score': 100, 'google': 'Bar Plaza', 'formatted_google': 'barplaza'}]"
 Bar Paninoteca L'artista,[]
 Bar Panda,"[{'score': 88, 'google': 'Baraonda', 'formatted_google': 'baraonda'}]"
 Bar Passero,"[{'score': 80, 'google': 'Bar Picasso', 'formatted_google': 'barpicasso'}]"
 Bar Piceno,[]
 Bar Pizzeria Cristian,"[{'score': 86, 'google': 'Pizzeria Christian 4', 'formatted_google': 'pizzeriachristian4'}]"
 Bar Pegasus,[]
 Bar Paradise di Zecchillo,[]
 Bar Pasticceria Montesano,[]
 Bar Sallas,"[{'score': 100, 'google': 'Bar Sallas', 'formatted_google': 'barsallas'}]"
 Bar Premuda,[]
 Bar Rondò,"[{'score': 80, 'google': 'Baraonda', 'formatted_google': 'baraonda'}]"
 Bar Pub Corner,[]
 Bar Queen,[]
 Bar Ros,[]
 Bar Pizzeria Molino Dorino,"[{'score': 93, 'google': 'Pizzeria Molino Dorino', 'formatted_google': 'pizzeriamolinodorino'}]"
 Bar Pasticceria Dolce Capriccio,[]
 Bar Sforza,"[{'score': 100, 'google': 'Bar Sforza', 'formatted_google': 'barsforza'}]"
 Bar Pizzeria Barbagia,[]
 Bar Porta Romana,"[{'score': 88, 'google': 'porta romana', 'formatted_google': 'portaromana'}]"
 Bar Ristorante Commenda 33,[]
 Bar Sandi,"[{'score': 80, 'google': 'Bar Dani', 'formatted_google': 'bardani'}]"
 Bar Sbaglíato,[]
 Bar Si,[]
 Bar Sempione 49,[]
 Bar Santa Maria,"[{'score': 83, 'google': 'Santa Marina', 'formatted_google': 'santamarina'}]"
 Bar Scarioni,[]
 Bar Samuel,[]
 Bar Silva,[]
 Bar Sofia,[]
 Bar Tabacchi,"[{'score': 100, 'google': 'Bar Tabacchi', 'formatted_google': 'bartabacchi'}]"
 Bar Smile,"[{'score': 86, 'google': 'Bar ile', 'formatted_google': 'barile'}]"
 Bar Principe Di Martinelli Ugo,[]
 Bar Tabacchi,"[{'score': 100, 'google': 'Bar Tabacchi', 'formatted_google': 'bartabacchi'}]"
 Bar Speedy,[]
 Bar Sesto,[]
 Bar Signori si Nasce,"[{'score': 90, 'google': 'Signori si nasce', 'formatted_google': 'signorisinasce'}]"
 Bar Stadio,[]
 Bar Sottovoce,"[{'score': 86, 'google': 'Sottovoce', 'formatted_google': 'sottovoce'}]"
 Bar Sole,[]
 Bar Stella d'Oro,[]
 Bar Tabacchi Cadorna,"[{'score': 82, 'google': 'Bar Tabacchi Avana', 'formatted_google': 'bartabacchiavana'}]"
 Bar Susa,[]
 Bar Stazione M.M. Lambrate,[]
 Bar Tabacchi Punto 3,"[{'score': 81, 'google': 'Bar Tabacchi Poke', 'formatted_google': 'bartabacchipoke'}]"
 Bar Tender,[]
 Bar Tabacchi Mergan,"[{'score': 80, 'google': 'Bar tabacchi riviera', 'formatted_google': 'bartabacchiriviera'}]"
 Bar Trattoria Giulia,"[{'score': 100, 'google': 'Bar Trattoria Giulia', 'formatted_google': 'bartrattoriagiulia'}]"
 Bar Trattoria Prima di Tutto....,"[{'score': 100, 'google': 'Bar Trattoria Prima di Tutto....', 'formatted_google': 'bartrattoriaprimaditutto'}]"
