Unnamed: 0,title,r_bubbles,r_number,cook_type,expensive
6163, Epoca Del Pane,"Punteggio 2,0 su 5",1 recensione,?,?
6164, Le Tentazioni Di Tano,"Punteggio 2,0 su 5",1 recensione,"Bar, Caffè",1
6165, Caffe Beirut,"Punteggio 1,0 su 5",1 recensione,"Libanese, Mediterranea",?
6166, Johann Sebastian Bar,"Punteggio 3,0 su 5",30 recensioni,?,?
6167, Hu Lu Hong,"Punteggio 2,0 su 5",1 recensione,"Birreria, Caffè",?
6168, Bar Tabacchi Mergan,"Punteggio 2,0 su 5",1 recensione,?,?
6169, Amadeus Bar,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
6170, Family Bar,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
6171, La Fornarina Bar,"Punteggio 2,5 su 5",4 recensioni,?,1
6172, Bachelite CLab,"Punteggio 3,0 su 5",57 recensioni,Italiana,1
6173, La Piadineria,"Punteggio 2,5 su 5",2 recensioni,Cibo di strada,?
6174, Huangji Dessert - 1212 Bubble Tea,"Punteggio 3,0 su 5",16 recensioni,"Italiana, Cinese",1
6176, Fresh Cut,"Punteggio 2,0 su 5",1 recensione,"Fast food, Salutistica",?
6177, Bar Tibaldi,"Punteggio 2,0 su 5",1 recensione,"Bar, Pub",?
6178, Bocciofila Martesana,"Punteggio 3,0 su 5",9 recensioni,?,?
6179, Il Pavone Pizzeria,"Punteggio 2,0 su 5",1 recensione,Pizza,?
6180, Capatoast Milano Bococca,"Punteggio 2,0 su 5",1 recensione,"Italiana, Fast food",1
6182, Perricone Cookering,"Punteggio 2,0 su 5",1 recensione,?,?
6183, iH Gusto Milano Lorenteggio,"Punteggio 3,0 su 5",8 recensioni,"Italiana, Bar",2.5
6184, Beeella Vita Caffé,"Punteggio 3,0 su 5",38 recensioni,?,2.5
6185, OTIVM Milano,"Punteggio 3,0 su 5",80 recensioni,"Italiana, Pesce",2.5
6186, Caffè Dante,"Punteggio 3,0 su 5",123 recensioni,"Italiana, Caffè",2.5
6187, Burgez,"Punteggio 2,5 su 5",3 recensioni,Fast food,2.5
6188, Baunilla Pasticceria Creativa - Alvar Aalto,"Punteggio 3,0 su 5",16 recensioni,"Italiana, Brasiliana",?
6189, Odoroki,"Punteggio 3,0 su 5",36 recensioni,"Asiatica, Fusion",1
6190, Sushi Yuan,"Punteggio 3,0 su 5",250 recensioni,"Cinese, Giapponese",1
6191, Dolci Chiacchiere,"Punteggio 3,0 su 5",18 recensioni,"Italiana, Caffè",1
6192, La Piadineria,"Punteggio 2,5 su 5",3 recensioni,"Italiana, Fast food",1
6193, Brisas del Peru,"Punteggio 3,0 su 5",45 recensioni,Peruviana,2.5
6194, Fresco Pizzeria Trattoria - Milano Sempione,"Punteggio 2,5 su 5",26 recensioni,"Italiana, Pizza",2.5
6195, Legend 54,"Punteggio 3,0 su 5",60 recensioni,"Bar, Pub",1
6196, Kiosko Sushi and More - Tolstoi,"Punteggio 2,5 su 5",6 recensioni,"Cinese, Giapponese",2.5
6197, Bar XX Secolo,"Punteggio 3,0 su 5",4 recensioni,?,?
6198, La Madonnina,"Punteggio 2,5 su 5",21 recensioni,Pizza,1
6199, Beda House,"Punteggio 3,0 su 5",347 recensioni,"Bar, Pub",2.5
6200, Sushi Zuo,"Punteggio 3,0 su 5",37 recensioni,"Giapponese, Sushi",1
6201, Zero21 Cinque Giornate,"Punteggio 2,5 su 5",3 recensioni,?,?
6202, Anche - Via Oxilia,"Punteggio 3,0 su 5",19 recensioni,"Pizza, Italiana",2.5
6203, Savini Bistrot,"Punteggio 3,0 su 5",8 recensioni,Italiana,?
6204, Tagliala - Arco della Pace,"Punteggio 3,0 su 5",81 recensioni,"Italiana, Pizza",2.5
6205, WASKA Pisco Bar,"Punteggio 3,0 su 5",18 recensioni,"Peruviana, Internazionale",?
6206, La Palma,"Punteggio 3,0 su 5",76 recensioni,"Italiana, Pizza",1
6208, Chifa Perú,"Punteggio 2,0 su 5",2 recensioni,"Peruviana, Sudamericana",?
6209, La Piadineria,"Punteggio 3,0 su 5",11 recensioni,Italiana,?
6210, La piadineria,"Punteggio 2,5 su 5",16 recensioni,Italiana,?
6211, L'Ov Milano - Via Vincenzo Monti,"Punteggio 3,0 su 5",35 recensioni,"Italiana, Americana",2.5
6212, Migjorn Café,"Punteggio 3,0 su 5",14 recensioni,Fast food,?
6214, Il Panzerotto del Senatore,"Punteggio 3,0 su 5",27 recensioni,"Italiana, Pizza",1
6215, Vertigo Bar,"Punteggio 3,0 su 5",7 recensioni,"Italiana, Bar",2.5
6216, Sahara Shisha Bar/Lounge,"Punteggio 2,5 su 5",5 recensioni,Araba,2.5
6217, Old Wild West,"Punteggio 3,0 su 5",430 recensioni,"Steakhouse, Fast food",2.5
6218, Ristorante Salamanca,"Punteggio 2,5 su 5",19 recensioni,"Mediterranea, Spagnola",2.5
6219, McDonald's,"Punteggio 3,0 su 5",13 recensioni,?,1
6220, Wiener Haus,"Punteggio 3,0 su 5",353 recensioni,"Tedesca, Austriaca",2.5
6221, Poma Fiori & Caffè,"Punteggio 2,0 su 5",4 recensioni,Italiana,?
6222, Pizzeria Naturale,"Punteggio 3,0 su 5",723 recensioni,"Italiana, Pizza",2.5
6223, Ristorante Dream,"Punteggio 3,0 su 5",17 recensioni,"Cinese, Giapponese",?
6224, Bistrot Milano Duomo,"Punteggio 3,0 su 5",39 recensioni,"Italiana, Contemporanea",1
6225, Golden Burger,"Punteggio 2,5 su 5",5 recensioni,"Pizza, Fast food",?
6226, Ponte Vecchio Caffe,"Punteggio 2,5 su 5",6 recensioni,Italiana,1
6227, Motta Milano 1928,"Punteggio 3,0 su 5",488 recensioni,"Italiana, Internazionale",€€€€
6228, Tortuga,"Punteggio 2,5 su 5",74 recensioni,"Italiana, Birreria",1
6229, Domino's Pizza,"Punteggio 3,0 su 5",101 recensioni,"Pizza, Italiana",2.5
6230, Pandenus Melzi d'Eril,"Punteggio 3,0 su 5",285 recensioni,"Italiana, Caffè",2.5
6231, Il Chiringuito,"Punteggio 2,5 su 5",17 recensioni,Mediterranea,?
6232, San Pietro Milano,"Punteggio 3,0 su 5",783 recensioni,"Italiana, Bar",2.5
6233, BAR LOVE - IL BAR DEL CUORE,"Punteggio 2,5 su 5",7 recensioni,"Italiana, Internazionale",?
6234, Non Solo Puglia Teche Uei,"Punteggio 2,5 su 5",3 recensioni,Italiana (sud),?
6235, Bollani Milano 1930,"Punteggio 3,0 su 5",12 recensioni,Italiana,1
6236, Great American Grill,"Punteggio 2,5 su 5",6 recensioni,Italiana,2.5
6237, Niso's Pizza & Hamburger,"Punteggio 1,0 su 5",1 recensione,?,?
6238, Exit Pastificio Urbano,"Punteggio 2,5 su 5",27 recensioni,Italiana,?
6240, Bentobus,"Punteggio 3,0 su 5",22 recensioni,?,?
6241, Old Fox Pub,"Punteggio 3,0 su 5",222 recensioni,"Bar, Britannica",1
6242, Nelson,"Punteggio 3,0 su 5",9 recensioni,"Caffè, Internazionale",1
6243, Sequoia Milano,"Punteggio 3,0 su 5",42 recensioni,"Americana, Pizza",?
6244, Ocean Fish,"Punteggio 1,0 su 5",1 recensione,Italiana,2.5
6246, Mevlana 2 Snc,"Punteggio 2,5 su 5",7 recensioni,?,1
6247, Mc Donalds Milano Piazzale Loreto,"Punteggio 3,0 su 5",54 recensioni,Fast food,1
6248, Pizzeria San Francesco,"Punteggio 1,0 su 5",1 recensione,"Pizza, Cibo di strada",?
6249, Il Cuore Della Sicilia,"Punteggio 2,5 su 5",17 recensioni,Italiana,2.5
6250, Pizzeria Il Faraone,"Punteggio 3,0 su 5",16 recensioni,Pizza,1
6251, La Piadineria,"Punteggio 2,5 su 5",7 recensioni,"Italiana, Fast food",1
6252, Burgez via Bligny 2,"Punteggio 2,5 su 5",12 recensioni,?,2.5
6253, Bisicchia Rusticheria Siciliana Bistrot,"Punteggio 2,0 su 5",2 recensioni,"Italiana, Siciliana",?
6254, Sapore,"Punteggio 1,0 su 5",1 recensione,"Bar, Pub",?
6255, Vista Darsena,"Punteggio 2,5 su 5",283 recensioni,"Italiana, Bar",1
6256, Ckn & Ckn,"Punteggio 1,0 su 5",1 recensione,Americana,?
6257, Caffé Villa,"Punteggio 2,5 su 5",8 recensioni,Italiana,2.5
6258, Cortile Flora,"Punteggio 2,5 su 5",3 recensioni,Italiana,?
6259, Bar Silva,"Punteggio 2,5 su 5",9 recensioni,"Italiana, Bar",1
6260, El Castillo,"Punteggio 2,0 su 5",2 recensioni,Messicana,2.5
6261, Spiller Milano Duomo,"Punteggio 2,5 su 5",32 recensioni,"Italiana, Birreria",?
6262, La Gioia,"Punteggio 4,5 su 5",40 recensioni,"Italiana, Pesce",2.5
6263, Mood Sushi Experience,"Punteggio 3,0 su 5",34 recensioni,"Pesce, Sushi",1
6264, Ristorante Pizzeria Titanic,"Punteggio 2,5 su 5",14 recensioni,"Italiana, Bar",1
6265, Domino's Pizza,"Punteggio 2,5 su 5",7 recensioni,"Pizza, Italiana",1
6266, AlBar,"Punteggio 2,5 su 5",25 recensioni,"Italiana, Caffè",2.5
6267, Pizzeria Sancatello Anthony 1989,"Punteggio 1,0 su 5",1 recensione,Italiana (centro),1
6268, Ristorante Pizzeria Unica,"Punteggio 3,0 su 5",21 recensioni,"Pizza, Italiana",1
6269, Bar 500,"Punteggio 2,5 su 5",17 recensioni,Italiana,?
6270, Beynac,"Punteggio 2,5 su 5",33 recensioni,?,1
6272, [Lù-Po],"Punteggio 2,5 su 5",20 recensioni,Pub,?
6273, Pub Sitting Bull,"Punteggio 2,5 su 5",42 recensioni,"Bar, Pub",1
6274, Lux bar,"Punteggio 3,0 su 5",136 recensioni,"Italiana, Caffè",2.5
6275, Quintessenza,"Punteggio 2,5 su 5",5 recensioni,"Italiana, Birreria",?
6276, Pisani G & B Cafe,"Punteggio 1,5 su 5",2 recensioni,Italiana,?
6278, Fiori Oscuri,"Punteggio 3,0 su 5",48 recensioni,Italiana,?
6279, Bar Carracciolo,"Punteggio 2,0 su 5",2 recensioni,?,?
6280, Bar Sofia,"Punteggio 2,5 su 5",3 recensioni,?,?
6281, La Montagnetta,"Punteggio 2,0 su 5",4 recensioni,?,?
6282, Quore Italiano,"Punteggio 2,0 su 5",2 recensioni,Italiana,?
6283, Déjàvu Caffè,"Punteggio 1,0 su 5",1 recensione,"Bar, Pub",?
6284, Bar Arcobaleno,"Punteggio 1,0 su 5",1 recensione,"Bar, Pub",?
6285, Prima Cafè,"Punteggio 2,5 su 5",11 recensioni,"Bar, Pub",?
6286, Cheese Park Milano,"Punteggio 3,0 su 5",62 recensioni,Italiana,2.5
6287, Pasticceria Bagala,"Punteggio 3,0 su 5",61 recensioni,"Italiana, Bar",2.5
6288, Pizza Lab,"Punteggio 2,5 su 5",5 recensioni,Pizza,?
6289, Rabbit Hole Cafè,"Punteggio 2,5 su 5",106 recensioni,"Bar, Pub",?
6290, Red - Read Eat Dream,"Punteggio 2,5 su 5",44 recensioni,"Italiana, Europea",2.5
6291, Judo Sushi Ristorante,"Punteggio 3,0 su 5",125 recensioni,"Cinese, Giapponese",2.5
6292, Ristorante Osvi & Mari,"Punteggio 2,5 su 5",25 recensioni,"Pizza, Italiana",2.5
6293, Pizzeria Tre Colori,"Punteggio 1,0 su 5",1 recensione,Italiana,?
6294, Corso Como 5 Lounge Bar,"Punteggio 2,0 su 5",2 recensioni,?,?
6295, Vicious Pizza & Deli,"Punteggio 2,0 su 5",2 recensioni,Italiana,?
6296, Overland Milano,"Punteggio 1,0 su 5",1 recensione,?,?
6297, First Club,"Punteggio 1,0 su 5",1 recensione,?,?
6298, Domino's Pizza,"Punteggio 2,5 su 5",20 recensioni,Americana,1
6299, Andrew's Bar,"Punteggio 3,0 su 5",31 recensioni,Italiana,1
6300, Nuovo Bar delle Ore,"Punteggio 3,0 su 5",29 recensioni,"Caffè, Europea",1
6301, San Giorgio Trattoria-Pizzeria,"Punteggio 2,5 su 5",30 recensioni,"Pizza, Italiana",1
6302, E' Arrivato Paolino,"Punteggio 1,0 su 5",1 recensione,?,?
6304, Spizzico Duomo,"Punteggio 2,5 su 5",64 recensioni,Pizza,1
6305, Alice Pizza,"Punteggio 2,5 su 5",8 recensioni,"Italiana, Pizza",1
6306, Saporitaliani,"Punteggio 2,5 su 5",6 recensioni,Italiana,?
6307, Crazy Pizza,"Punteggio 2,5 su 5",7 recensioni,?,1
6308, Toasteria Italiana,"Punteggio 1,0 su 5",2 recensioni,?,?
6310, ZestEat,"Punteggio 2,5 su 5",23 recensioni,Italiana,2.5
6311, La Stradina,"Punteggio 1,0 su 5",1 recensione,Cinese,?
6312, Apollo Club Milano,"Punteggio 3,0 su 5",88 recensioni,"Italiana, Italiana (sud)",2.5
6313, Pelledoca - Music & Restaurant,"Punteggio 2,5 su 5",161 recensioni,"Italiana, Europea",2.5
6314, Ristorante Del Pesce Al Pontile,"Punteggio 2,0 su 5",2 recensioni,Pesce,?
6315, Kashmir Takeaway Halal Food,"Punteggio 1,0 su 5",1 recensione,"Indiana, Fast food",2.5
6316, Base,"Punteggio 3,0 su 5",51 recensioni,"Gastronomia, Contemporanea",2.5
6317, Caffetteria Santo Stefano,"Punteggio 2,5 su 5",12 recensioni,"Italiana, Bar",?
6318, Antica Focacceria San Francesco,"Punteggio 3,0 su 5",237 recensioni,"Italiana, Siciliana",2.5
6319, Pizzeria San Giorgio,"Punteggio 2,5 su 5",11 recensioni,"Italiana, Pizza",?
6320, Pizzeria 4 Fratelli,"Punteggio 2,5 su 5",14 recensioni,"Pizza, Italiana",1
6321, Ristorante La Montagnetta,"Punteggio 2,5 su 5",66 recensioni,"Italiana, Pizza",1
6322, Le Specialità,"Punteggio 3,0 su 5",1.126 recensioni,"Italiana, Pizza",€€€€
6323, Kebap Point Hela Ayman,"Punteggio 1,0 su 5",1 recensione,Cibo di strada,?
6324, Ichi Station Vittoria,"Punteggio 1,0 su 5",1 recensione,"Giapponese, Sushi",?
6325, Senzanome Coffee & More,"Punteggio 1,0 su 5",1 recensione,"Bar, Pub",?
6326, Kebhouze - Porta Genova,"Punteggio 1,0 su 5",1 recensione,Fast food,?
6327, My Chef,"Punteggio 2,5 su 5",27 recensioni,"Fast food, Mediterranea",2.5
6328, Terra mare profumi di Sud,"Punteggio 2,5 su 5",15 recensioni,"Italiana, Pizza",2.5
6329, Il Panino Ignorante Gourmet - Via Pavia,"Punteggio 1,0 su 5",1 recensione,?,?
6330, Royal Garden,"Punteggio 2,5 su 5",12 recensioni,"Cinese, Sushi",1
6331, Cordusio2,"Punteggio 2,5 su 5",7 recensioni,Italiana,1
6332, Mani In Pasta,"Punteggio 4,5 su 5",20 recensioni,Italiana,?
6333, Richmond Cafe,"Punteggio 3,0 su 5",97 recensioni,Italiana,€€€€
6334, Gran Bar,"Punteggio 1,0 su 5",1 recensione,"Italiana, Bar",?
6336, Hela Chicken,"Punteggio 1,0 su 5",1 recensione,Cibo di strada,?
6337, Kumo Sushi Bar Take Away,"Punteggio 2,5 su 5",70 recensioni,"Cinese, Giapponese",1
6338, Osteria Pugliese,"Punteggio 3,0 su 5",250 recensioni,"Italiana, Mediterranea",2.5
6339, Burrito Garage,"Punteggio 1,0 su 5",1 recensione,Messicana,2.5
6340, Pizzeria Padre Pio,"Punteggio 1,0 su 5",1 recensione,Pizza,?
6342, Max & Nix il Copto,"Punteggio 3,0 su 5",19 recensioni,Italiana,1
6343, Burger King,"Punteggio 1,0 su 5",1 recensione,?,?
6344, Santarosa 9,"Punteggio 1,0 su 5",1 recensione,Italiana,?
6345, Sila Kebap Pizzeria,"Punteggio 1,0 su 5",1 recensione,"Italiana, Pizza",?
6346, Ristorante Il Castello,"Punteggio 1,0 su 5",1 recensione,Italiana,?
6347, Panificio Fornetto,"Punteggio 1,0 su 5",1 recensione,"Italiana, Pizza",?
6348, Drink Doria,"Punteggio 2,5 su 5",11 recensioni,"Bar, Pub",2.5
6349, Ecooking Bistrot - Corso Italia,"Punteggio 1,0 su 5",1 recensione,?,?
6350, Juice Bar,"Punteggio 3,0 su 5",105 recensioni,"Bar, Caffè",1
6351, La Ringhiera,"Punteggio 3,0 su 5",591 recensioni,"Italiana, Bar",1
6352, Bar Da Selina,"Punteggio 1,0 su 5",1 recensione,"Bar, Pub",?
6353, Pandino Bistrot Milano,"Punteggio 2,5 su 5",401 recensioni,Italiana,2.5
6354, Hotpot Italia,"Punteggio 1,0 su 5",1 recensione,"Italiana, Cinese",?
6355, Bar Girasole,"Punteggio 1,0 su 5",1 recensione,"Bar, Pub",?
6356, Pizzeria Il Ponte,"Punteggio 1,0 su 5",1 recensione,"Pizza, Cibo di strada",?
6357, Cigarettes & Coffee,"Punteggio 2,0 su 5",4 recensioni,?,?
6358, Bar Asia,"Punteggio 1,0 su 5",1 recensione,?,?
6359, Istanbul Turkish Kebap,"Punteggio 1,0 su 5",1 recensione,"Pizza, Fast food",?
6360, Buccaneers,"Punteggio 1,0 su 5",1 recensione,?,?
6361, Istanbul Gorla Kebap,"Punteggio 2,0 su 5",3 recensioni,Asiatica,1
6362, Pizzeria Santa Lucia,"Punteggio 2,5 su 5",84 recensioni,"Italiana, Pizza",2.5
6363, Caffé Ambrosiano,"Punteggio 2,5 su 5",16 recensioni,?,1
6364, Bar 5 Stelle,"Punteggio 2,0 su 5",5 recensioni,?,?
6365, Calavera Restaurant,"Punteggio 2,5 su 5",517 recensioni,"Messicana, Centro americana",2.5
6366, Poke House - Meravigli,"Punteggio 2,0 su 5",3 recensioni,Hawaiana,?
6368, RosebyMary,"Punteggio 3,0 su 5",23 recensioni,"Italiana, Caffè",2.5
6369, Bar Gambrine,"Punteggio 2,5 su 5",29 recensioni,"Bar, Caffè",1
6370, Kai Fa,"Punteggio 2,5 su 5",4 recensioni,Cinese,?
6371, Foodie's,"Punteggio 2,5 su 5",56 recensioni,"Italiana, Bar",1
6372, Bar Del Politecnico,"Punteggio 1,5 su 5",2 recensioni,?,?
6374, Ristorante Corallo,"Punteggio 2,5 su 5",151 recensioni,"Italiana, Pizza",2.5
6375, BBQ Hooligans,"Punteggio 1,0 su 5",3 recensioni,?,?
6376, Starbucks,"Punteggio 1,5 su 5",2 recensioni,?,?
6377, Victoria's Club,"Punteggio 2,5 su 5",19 recensioni,Italiana,?
6378, Domino's Pizza,"Punteggio 2,5 su 5",14 recensioni,"Pizza, Italiana",1
6379, McDonald's,"Punteggio 2,5 su 5",37 recensioni,Fast food,1
6380, Mediterraneo,"Punteggio 2,5 su 5",40 recensioni,"Pizza, Italiana",1
6381, Braci By Barù,"Punteggio 2,0 su 5",3 recensioni,Barbecue,?
6382, Scorpion Bar Ristorante,"Punteggio 2,5 su 5",131 recensioni,"Bar, Italiana",2.5
6383, McDonald's,"Punteggio 2,5 su 5",33 recensioni,Fast food,1
6384, McDonald's Milano de Gasperi,"Punteggio 2,5 su 5",21 recensioni,Fast food,1
6385, Peacock Lounge,"Punteggio 3,0 su 5",19 recensioni,?,?
6386, Mo Comfort Cafe,"Punteggio 2,5 su 5",41 recensioni,"Caffè, Italiana",1
6387, Salvini,"Punteggio 2,5 su 5",11 recensioni,Italiana,?
6388, The Beach Milano,"Punteggio 2,5 su 5",120 recensioni,?,2.5
6389, La tavernetta,"Punteggio 2,5 su 5",25 recensioni,"Pizza, Italiana",1
6390, Bar Tabacchi Cadorna,"Punteggio 2,5 su 5",17 recensioni,Caffè,2.5
6391, Globe Caffè Lounge Bar,"Punteggio 1,5 su 5",2 recensioni,?,?
6392, Bar Atlantic Esselunga Via Lorenteggio,"Punteggio 1,5 su 5",2 recensioni,Italiana,?
6393," Foodie's By Tramezzino - Corso XXII Marzo, 5","Punteggio 2,5 su 5",38 recensioni,"Italiana, Bar",2.5
6394, Pub Cartoons,"Punteggio 2,5 su 5",19 recensioni,"Barbecue, Bar",2.5
6395, Break Time Café,"Punteggio 2,5 su 5",65 recensioni,"Italiana, Mediterranea",1
6396, Coffyness Milano,"Punteggio 2,0 su 5",5 recensioni,?,?
6397, Pizzeria Romana Dai Burini,"Punteggio 2,5 su 5",28 recensioni,"Pizza, Italiana",1
6398, Ristorante Charleston,"Punteggio 3,0 su 5",1.286 recensioni,"Italiana, Pizza",2.5
6400, Casa Locatelli,"Punteggio 2,0 su 5",5 recensioni,?,?
6401, Big Bar Milano Srl,"Punteggio 2,5 su 5",22 recensioni,Caffè,1
6402, Bar New Boston,"Punteggio 2,5 su 5",20 recensioni,?,?
6403, KFC,"Punteggio 2,5 su 5",109 recensioni,"Italiana, Americana",1
6404, Doppio Malto Duomo,"Punteggio 2,0 su 5",5 recensioni,"Birreria, Pub",?
6406, Valendino,"Punteggio 2,0 su 5",5 recensioni,"Italiana, Pizza",?
6407, Ristorante ciao,"Punteggio 2,5 su 5",38 recensioni,"Italiana, Internazionale",1
6408, Da Pinny piZzeria con cucina,"Punteggio 2,0 su 5",5 recensioni,Pizza,2.5
6409, Osteria Rap del Gargano,"Punteggio 2,5 su 5",193 recensioni,"Italiana, Pizza",2.5
6410, California Bakery,"Punteggio 2,5 su 5",190 recensioni,"Italiana, Americana",2.5
6411, McDonald's,"Punteggio 2,5 su 5",26 recensioni,Fast food,1
6412, Il Fornaio Di La Monaca Paolo,"Punteggio 2,5 su 5",16 recensioni,"Italiana, Caffè",1
6413, Pitbull Cafe,"Punteggio 2,5 su 5",118 recensioni,?,2.5
6414, Pizzeria San Giorgio,"Punteggio 2,5 su 5",17 recensioni,"Pizza, Italiana",1
6415, Artisti Del Vegetariano,"Punteggio 2,5 su 5",9 recensioni,Italiana,?
6416, Ride Milano,"Punteggio 2,5 su 5",5 recensioni,?,1
6417, Portioli,"Punteggio 2,5 su 5",8 recensioni,?,?
6418, Canottieri Milano,"Punteggio 2,5 su 5",18 recensioni,Italiana,1
6419, Pizzeria Santa Maria,"Punteggio 1,0 su 5",2 recensioni,Pizza,?
6420, Ichi Station,"Punteggio 2,5 su 5",7 recensioni,"Giapponese, Sushi",2.5
6421, Flow,"Punteggio 2,5 su 5",18 recensioni,?,?
6422, Il Fuoripizza,"Punteggio 2,5 su 5",18 recensioni,"Italiana, Pizza",1
6423, Ouya Gourmet,"Punteggio 2,5 su 5",150 recensioni,"Italiana, Cinese",2.5
6424, Gelateria Emporio cafe,"Punteggio 1,0 su 5",2 recensioni,?,?
6425, Roadhouse Grill,"Punteggio 2,5 su 5",278 recensioni,"Americana, Steakhouse",2.5
6426, Caffe' Verdi,"Punteggio 2,5 su 5",150 recensioni,"Italiana, Caffè",2.5
6427, L'Osterietta Brera,"Punteggio 1,0 su 5",2 recensioni,Italiana,?
6428, Caffe' Manzoni,"Punteggio 2,5 su 5",202 recensioni,"Italiana, Europea",2.5
6429, Gud,"Punteggio 2,5 su 5",272 recensioni,"Italiana, Bar",1
6430, Poke House - Wagner,"Punteggio 1,5 su 5",3 recensioni,Hawaiana,?
6432, Alice Pizzeria,"Punteggio 2,0 su 5",4 recensioni,"Italiana, Pizza",?
6433, Kineo café,"Punteggio 2,0 su 5",8 recensioni,"Italiana, Bar",?
6434, McDonald's,"Punteggio 2,5 su 5",15 recensioni,Fast food,?
6435, Mevlana,"Punteggio 1,0 su 5",2 recensioni,"Pizza, Cibo di strada",?
6436, Kebhouze,"Punteggio 2,5 su 5",40 recensioni,Fusion,?
6438, Bistrot City Life,"Punteggio 2,5 su 5",47 recensioni,"Italiana, Bar",2.5
6439, La Locanda Di Brera,"Punteggio 2,5 su 5",150 recensioni,"Italiana, Romana",2.5
6440, La Filetteria Italiana Morosini,"Punteggio 1,0 su 5",2 recensioni,?,?
6441, Spontini,"Punteggio 2,5 su 5",182 recensioni,Italiana,1
6442, Ciccio Pizza,"Punteggio 2,5 su 5",73 recensioni,"Italiana, Pizza",2.5
6443, Caffè Pasticceria Dè Cherubini,"Punteggio 2,5 su 5",82 recensioni,"Caffè, Italiana",2.5
6444, McDonald's,"Punteggio 2,5 su 5",23 recensioni,Fast food,1
6445, Angolo Di Casa Brera,"Punteggio 2,5 su 5",18 recensioni,"Italiana, Pizza",?
6446, Bar Bianco,"Punteggio 2,5 su 5",164 recensioni,"Bar, Italiana",2.5
6447, Caffe in Giardino Triennale,"Punteggio 2,5 su 5",20 recensioni,?,?
6448, Frida Kafè,"Punteggio 1,0 su 5",3 recensioni,"Italiana, Bar",2.5
6449, Ristorantevilla,"Punteggio 1,0 su 5",2 recensioni,"Italiana, Cinese",€€€€
6450, Pizzamente pizza,"Punteggio 2,5 su 5",81 recensioni,"Italiana, Pizza",1
6451, Bar Basso,"Punteggio 2,5 su 5",452 recensioni,"Bar, Caffè",2.5
6452, Bar Addis Abeba,"Punteggio 1,5 su 5",3 recensioni,"Bar, Pub",?
6453, Palinuro Bar,"Punteggio 2,0 su 5",6 recensioni,Wine Bar,?
6454, Pizzeria Da Totó 2,"Punteggio 2,5 su 5",16 recensioni,"Italiana, Pizza",?
6455, Insomnia Pub Karaoke,"Punteggio 2,0 su 5",8 recensioni,Italiana,?
6456, Pattini Marinoni,"Punteggio 2,5 su 5",134 recensioni,Italiana,1
6457, Cafe Olimpia,"Punteggio 2,5 su 5",486 recensioni,"Italiana, Bar",2.5
6458, La Casa Iberica,"Punteggio 2,0 su 5",5 recensioni,Spagnola,?
6459, Poldo Street Food,"Punteggio 2,0 su 5",11 recensioni,?,?
6460, Poke House - Fiamma,"Punteggio 1,0 su 5",2 recensioni,Hawaiana,?
6461, Open Mind Bistrò,"Punteggio 2,5 su 5",28 recensioni,Italiana,2.5
6462, La Pianta,"Punteggio 2,5 su 5",241 recensioni,"Italiana, Pizza",2.5
6464, GUD,"Punteggio 2,5 su 5",54 recensioni,"Bar, Pub",2.5
6465, Istanbul Monte Ararat Kebab Pizza,"Punteggio 1,5 su 5",3 recensioni,"Pizza, Cibo di strada",?
6466, Caffé Rosellini,"Punteggio 1,5 su 5",4 recensioni,?,?
6467, Europa Bar,"Punteggio 2,5 su 5",14 recensioni,"Italiana, Greca",1
6468, Osteria Delle Coppelle,"Punteggio 2,0 su 5",9 recensioni,?,?
6470, Ma che ce frega,"Punteggio 2,5 su 5",148 recensioni,Italiana,?
6471, Jamaica Bar,"Punteggio 2,5 su 5",401 recensioni,"Italiana, Bar",2.5
6472, Granaio – Caffè e Cucina,"Punteggio 2,5 su 5",727 recensioni,"Italiana, Caffè",2.5
6473," Granaio Via Tommaso Grossi, 3, 20121 Milano MI, Italy","Punteggio 2,5 su 5",18 recensioni,?,?
6474, Sky lounge bar,"Punteggio 2,0 su 5",11 recensioni,Caffè,2.5
6475, Pandenus Mercato,"Punteggio 2,5 su 5",135 recensioni,"Italiana, Bar",2.5
6476, Burgez Go,"Punteggio 2,5 su 5",30 recensioni,"Americana, Fast food",2.5
6477, McDonald's,"Punteggio 2,5 su 5",16 recensioni,Fast food,?
6478, Pulled Lovers,"Punteggio 1,5 su 5",4 recensioni,Fast food,?
6479, Bar Dolly,"Punteggio 2,5 su 5",139 recensioni,"Bar, Europea",1
6480, Bus Stop Pizza,"Punteggio 2,0 su 5",13 recensioni,"Italiana, Pizza",?
6481, Pizzeria Belloveso Doner Kebab,"Punteggio 2,0 su 5",7 recensioni,"Italiana, Pizza",?
6482, Bun Burgers,"Punteggio 2,0 su 5",7 recensioni,Americana,?
6483, Casa Milan Bistrot dello Sport,"Punteggio 2,0 su 5",18 recensioni,"Italiana, Internazionale",2.5
6484, McDonald's,"Punteggio 2,5 su 5",79 recensioni,Fast food,1
6485, Spontini,"Punteggio 2,0 su 5",18 recensioni,"Italiana, Pizza",1
6486, Gecko 23,"Punteggio 2,5 su 5",27 recensioni,"Italiana, Bar",?
6487, NIMA Sushi (Milano - Duomo),"Punteggio 2,5 su 5",33 recensioni,"Giapponese, Sushi",2.5
